,Label,ImagePath
109,135-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/R/S5135R01.jpg
110,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L03.jpg
111,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L04.jpg
112,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L02.jpg
113,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L00.jpg
114,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L07.jpg
115,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L09.jpg
116,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L08.jpg
117,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L05.jpg
118,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L06.jpg
119,135-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/135/L/S5135L01.jpg
120,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R00.jpg
121,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R05.jpg
122,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R09.jpg
123,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R06.jpg
124,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R07.jpg
125,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R01.jpg
126,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R04.jpg
127,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R08.jpg
128,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R03.jpg
129,479-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/R/S5479R02.jpg
130,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L06.jpg
131,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L02.jpg
132,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L05.jpg
133,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L09.jpg
134,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L00.jpg
135,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L03.jpg
136,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L04.jpg
137,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L07.jpg
138,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L08.jpg
139,479-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/479/L/S5479L01.jpg
140,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R05.jpg
141,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R04.jpg
142,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R07.jpg
143,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R01.jpg
144,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R00.jpg
145,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R02.jpg
146,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R03.jpg
147,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R09.jpg
148,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R08.jpg
149,183-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/R/S5183R06.jpg
150,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L07.jpg
151,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L04.jpg
152,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L02.jpg
153,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L09.jpg
154,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L05.jpg
155,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L08.jpg
156,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L06.jpg
157,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L00.jpg
158,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L03.jpg
159,183-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/183/L/S5183L01.jpg
160,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R06.jpg
161,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R08.jpg
162,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R07.jpg
163,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R00.jpg
164,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R04.jpg
165,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R09.jpg
166,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R02.jpg
167,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R03.jpg
168,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R05.jpg
169,973-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/R/S5973R01.jpg
170,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L02.jpg
171,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L01.jpg
172,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L03.jpg
173,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L09.jpg
174,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L00.jpg
175,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L05.jpg
176,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L04.jpg
177,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L08.jpg
178,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L06.jpg
179,973-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/973/L/S5973L07.jpg
180,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R00.jpg
181,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R05.jpg
182,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R09.jpg
183,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R04.jpg
184,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R03.jpg
185,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R01.jpg
186,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R06.jpg
187,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R08.jpg
188,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R07.jpg
189,768-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/R/S5768R02.jpg
190,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L01.jpg
191,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L05.jpg
192,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L08.jpg
193,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L09.jpg
194,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L04.jpg
195,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L02.jpg
196,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L00.jpg
197,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L07.jpg
198,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L03.jpg
199,768-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/768/L/S5768L06.jpg
200,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R00.jpg
201,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R08.jpg
202,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R03.jpg
203,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R01.jpg
204,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R02.jpg
205,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R07.jpg
206,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R04.jpg
207,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R06.jpg
208,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R05.jpg
209,642-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/R/S5642R09.jpg
210,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L06.jpg
211,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L08.jpg
212,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L01.jpg
213,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L04.jpg
214,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L02.jpg
215,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L05.jpg
216,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L09.jpg
217,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L03.jpg
218,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L00.jpg
219,642-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/642/L/S5642L07.jpg
220,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R08.jpg
221,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R00.jpg
222,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R06.jpg
223,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R03.jpg
224,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R01.jpg
225,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R07.jpg
226,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R05.jpg
227,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R02.jpg
228,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R04.jpg
229,057-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/R/S5057R09.jpg
230,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L06.jpg
231,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L07.jpg
232,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L02.jpg
233,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L00.jpg
234,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L04.jpg
235,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L08.jpg
236,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L05.jpg
237,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L09.jpg
238,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L03.jpg
239,057-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/057/L/S5057L01.jpg
240,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R07.jpg
241,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R05.jpg
242,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R02.jpg
243,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R03.jpg
244,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R08.jpg
245,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R06.jpg
246,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R00.jpg
247,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R04.jpg
248,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R09.jpg
249,313-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/R/S5313R01.jpg
250,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L01.jpg
251,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L03.jpg
252,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L07.jpg
253,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L05.jpg
254,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L02.jpg
255,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L09.jpg
256,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L06.jpg
257,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L00.jpg
258,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L04.jpg
259,313-L,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/313/L/S5313L08.jpg
260,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R05.jpg
261,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R03.jpg
262,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R07.jpg
263,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R09.jpg
264,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R08.jpg
265,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R00.jpg
266,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R06.jpg
267,795-R,/kaggle/input/casia-iris-thousand/CASIA-Iris-Thousand/795/R/S5795R02.jpg
